gene 	 shG9a_E2-
RP11-585F1.6 	 0
RP11-343B22.2 	 0
GS1-5L10.1 	 0
RP11-1059L18.1 	 0
CTC-436K13.1 	 0
GS1-39E22.2 	 0
KB-1090H4.2 	 0
RP11-94H18.2 	 0
IGLV3-7 	 0
LECT2 	 0
IGLV2-5 	 0
RP11-628E19.2 	 0
FER1L6 	 0
RP11-379I19.3 	 0
RP11-211F2.1 	 0
RP11-1174L13.2 	 0
RP11-579E24.2 	 0
RP11-21I4.2 	 0
PRSS44 	 0
RP11-87E22.1 	 0
AC133633.2 	 0
HMGB4 	 0
RP11-116B19.2 	 0
RP11-653B10.1 	 0
CTC-436K13.5 	 0
RP11-115J16.2 	 0
RP11-24P4.1 	 0
EEF1A1P37 	 0
IGHVIII-11-1 	 0
GML 	 0
CIDEA 	 0
RP11-53M11.3 	 0
RP11-32D16.1 	 0
IGJP1 	 0
RP11-44K6.5 	 0
RP11-420B22.1 	 0
FABP4 	 0
RP11-22C8.1 	 0
SLC7A2 	 0
GABRA1 	 0
IGHVII-43-1 	 0
IGKV3D-34 	 0
RP11-32K4.3 	 0
IGKV2-18 	 0
RP11-421P23.1 	 0
RP11-388K12.2 	 0
CTD-2363C16.1 	 0
CTD-2373N4.1 	 0
CTD-2168K21.1 	 0
RP11-434I12.4 	 0
RP11-386G21.2 	 0
RP11-139F9.1 	 0
RP11-14I17.2 	 0
RP11-26M5.2 	 0
MTND1P7 	 0
RP11-100L22.1 	 0
IFITM8P 	 0
RP11-219J21.2 	 0
IGHV7-27 	 0
IGHVIII-5-2 	 0
RP11-6I2.4 	 0
RP11-92K15.1 	 0
AFAP1L1 	 0
IGLVI-42 	 0
SNORD87 	 0
IGKV2D-14 	 0
IGHV3-76 	 0
CTD-2374C24.1 	 0
RP1-84O15.2 	 0
IGHV4-80 	 0
CTC-340A15.1 	 0
CTB-32P11.1 	 0
IGHVII-67-1 	 0
RP11-109P6.2 	 0
ANGPT1 	 0
MTND1P36 	 0
AC145123.2 	 0
COX6B1P6 	 0
RP1-16A9.1 	 0
RP11-114O8.1 	 0
IMPA1P 	 0
CTC-264O10.2 	 0
LZTS1 	 0
RP11-96G10.1 	 0
C8orf22 	 0
RP1-149L1.1 	 0
RP11-10A14.8 	 0
EFHA2 	 0
RP11-1023P17.2 	 0
IGHVII-30-1 	 0
RP11-278I4.1 	 0
RP11-960H2.2 	 0
PNOC 	 0
HAS2-AS1 	 0
CTC-535M15.2 	 0
RP11-386G21.1 	 0
POTEA 	 0
COL13A1 	 0
IGHVIII-25-1 	 0
RP11-44N12.4 	 0
RP11-731N10.1 	 0
C8orf87 	 0
CALCP 	 0
IGHV3-50 	 0
CTD-2060F24.1 	 0
RP11-700E23.3 	 0
RP11-245A18.1 	 0
AC008694.3 	 0
IGHVIII-82 	 0
RP11-10A14.3 	 0
RP11-705O24.4 	 0
RP11-255L13.1 	 0
RP11-941H19.3 	 0
RP11-758H6.1 	 0
GGTA1P 	 0
CTD-2571E19.1 	 0
RP11-11C20.1 	 0
RP11-959I15.4 	 0
RP11-593P24.4 	 0
RP11-348M17.2 	 0
IGKV2OR22-3 	 0
RP11-587H10.1 	 0
RP11-896J10.3 	 0
RP11-400K9.3 	 0
RP11-622O11.5 	 0
RP11-90P5.7 	 0
RP11-489E7.1 	 0
IGLVVI-25-1 	 0
RP11-451O18.1 	 0
RP11-284H18.1 	 0
RP11-91P17.1 	 0
RP11-521M14.2 	 0
RP11-152C15.1 	 0
LINC00599 	 0
PTTG3P 	 0
HIGD1AP6 	 0
RP11-10D7.2 	 0
IGHVIII-44 	 0
CTC-207P7.1 	 0
RP11-787D18.1 	 0
RP11-489O18.1 	 0
RP11-119N19.1 	 0
IGHVII-49-1 	 0
MSC 	 0
RP11-15G16.1 	 0
RP11-359B20.1 	 0
LINC00293 	 0
RP1-273G13.3 	 0
KB-1608C10.2 	 0
IGKV1-13 	 0
CTB-180C19.1 	 0
IGKV3-34 	 0
RP11-326E22.1 	 0
RP11-203E8.1 	 0
IGHV3-60 	 0
LINC00588 	 0
RP11-267M23.5 	 0
KB-1083B1.1 	 0
KB-1552D7.2 	 0
RP11-98H4.4 	 0
MTND2P32 	 0
RP11-337A23.6 	 0
RP11-1081M5.1 	 0
RPL7AP33 	 0
RP11-495O10.1 	 0
RP11-790J24.1 	 0
IGKV1OR22-1 	 0
RP11-381I15.1 	 0
IGHV3-19 	 0
AC008697.1 	 0
RP11-379I19.1 	 0
IGHVIII-38-1 	 0
RP11-103H7.2 	 0
RP11-13N12.1 	 0
RP11-521M14.1 	 0
RELL2 	 0
RP11-567J20.3 	 0
KB-1582A10.2 	 0
RP11-509P12.1 	 0
TPM3P3 	 0
IGLVI-56 	 0
MTND2P7 	 0
CTD-2008O4.1 	 0
RP11-100L22.3 	 0
CTD-2045M21.1 	 0
RP11-10A14.6 	 0
NKX2-1-AS1 	 0
CLEC2L 	 0
hsa-mir-151a 	 0
KB-1299A7.1 	 0
RP11-359E19.2 	 0
C8orf56 	 0
CTB-47B11.1 	 0
RP11-351E7.1 	 0
RP11-17A4.4 	 0
SPINK5 	 0
CTC-308K20.4 	 0
IGHV3-54 	 0
RP11-122C21.1 	 0
OR4F2P 	 0
CTD-2281E23.1 	 0
IGLVVI-22-1 	 0
RP11-115J16.3 	 0
RP11-563N12.2 	 0
CTD-3135A9.3 	 0
CTD-3064M3.1 	 0
MRPL49P2 	 0
RP11-13N12.2 	 0
RP11-333A23.3 	 0
RP11-597M17.2 	 0
RP11-618M23.4 	 0
IGHVII-31-1 	 0
IGHV7-40 	 0
RP11-1080G15.1 	 0
RP11-404E12.1 	 0
IGHV4-55 	 0
AC005740.5 	 0
CTD-2544N14.3 	 0
RP11-21C4.1 	 0
RP11-279L11.1 	 0
RP11-114M5.3 	 0
RP11-737F9.2 	 0
RP11-550I15.1 	 0
RP11-21C17.1 	 0
RP11-300E4.2 	 0
RP11-728L1.1 	 0
ZNF300P1 	 0
RP11-25P11.2 	 0
IGLV3-26 	 0
KB-1299A7.2 	 0
MRPL9P1 	 0
KCNIP1 	 0
IGHV3-22 	 0
ADAM7 	 0
IGHV3-29 	 0
CTC-340I23.2 	 0
RP11-3N13.2 	 0
IGLV2-28 	 0
RP11-386D6.2 	 0
CTB-23I7.2 	 0
MTND6P3 	 0
RP11-90P5.2 	 0
RP11-642D21.2 	 0
CTC-229L21.1 	 0
RP11-756G12.1 	 0
KB-1639H6.7 	 0
RPL31P40 	 0
RP11-89A16.1 	 0
RP11-26M5.3 	 0
RP11-726G23.6 	 0
RP11-317J10.4 	 0
HPYR1 	 0
IGLVV-58 	 0
RP11-388G22.1 	 0
CYP4F44P 	 0
IGHV3-42 	 0
EFCAB3 	 0
CTC-554D6.1 	 0
RP11-566H8.1 	 0
IGHVIII-26-1 	 0
RP11-299D14.2 	 0
RP11-213G6.2 	 0
ADRB3 	 0
RP11-52B19.7 	 0
RP11-775E10.1 	 0
RP11-561E1.1 	 0
CTD-2210A23.1 	 0
IGLV8OR8-1 	 0
RP11-351C8.1 	 0
IGLVIV-59 	 0
RP11-93O7.5 	 0
RP11-44K6.2 	 0
KB-1205A7.1 	 0
RP11-103H7.1 	 0
RP11-443C10.2 	 0
AC133633.1 	 0
IGHV3-57 	 0
KB-1410C5.1 	 0
RP11-813M16.1 	 0
IGHV1-17 	 0
IGLVIV-53 	 0
IGLV3-29 	 0
DCSTAMP 	 0
HMGB1P46 	 0
IGHV3-62 	 0
ACTBP6 	 0
GS1-57L11.1 	 0
RP11-21C4.4 	 0
IGKV2-36 	 0
IGHVII-65-1 	 0
RP11-1114I9.1 	 0
IGLVI-38 	 0
RP11-346L1.2 	 0
RANP9 	 0
FGF20 	 0
VN1R46P 	 0
SFTPB 	 0
CTD-2313P7.1 	 0
FAM70A 	 0
CTB-105L4.2 	 0
IGHVII-28-1 	 0
RP5-1118A7.3 	 0
IGHVIII-67-2 	 0
RP11-10H3.1 	 0
RP11-384C12.2 	 0
IGHVII-46-1 	 0
RP11-304M2.1 	 0
IGKV2D-18 	 0
CTD-2292P10.2 	 0
RP11-99I9.2 	 0
IGHVII-51-2 	 0
IGHV3-52 	 0
RP11-1149M3.2 	 0
ADAM19 	 0
CTD-2594K21.1 	 0
CTD-2345M20.2 	 0
IGHV1-67 	 0
IGHV3-41 	 0
RP11-1D12.1 	 0
IGLC5 	 0
SLC2A3P1 	 0
RP11-48D4.2 	 0
RP11-238K6.2 	 0
RP11-369E15.2 	 0
RP11-443C10.1 	 0
IGKV3D-25 	 0
ANKRD55 	 0
RAB9BP1 	 0
XAGE1B 	 0
RP11-359B20.5 	 0
IGHVII-53-1 	 0
IGLVI-68 	 0
RP11-767C6.1 	 0
RP11-281O15.4 	 0
RP11-473A17.1 	 0
IGLV10-67 	 0
RP11-359P18.5 	 0
SOX30 	 0
IGHV1-68 	 0
RP11-89M20.1 	 0
RP11-643N23.1 	 0
RP11-706C16.5 	 0
IGHVIII-51-1 	 0
MTND6P19 	 0
HEPH 	 0
RP11-10D7.5 	 0
RP11-790J24.2 	 0
RP11-363E6.1 	 0
IGLV3-2 	 0
IGHVIV-44-1 	 0
RP11-6I2.3 	 0
RP11-539E17.3 	 0
RP11-324F11.1 	 0
IGLVI-20 	 0
IGKV1-32 	 0
MRPS36P3 	 0
IGHVII-62-1 	 0
RP11-296C13.1 	 0
PMP2 	 0
RP11-386D6.3 	 0
CTB-47B8.5 	 0
EVX1-AS 	 0
RP11-705O24.2 	 0
PAGE3 	 0
IGHV7-34-1 	 0
RP11-258J10.1 	 0
RP11-618M23.2 	 0
IGHV3-32 	 0
XXbac-BPG116M5.15 	 0
RP11-359P18.6 	 0
CTB-47B8.4 	 0
IGKV3D-31 	 0
RP11-103H7.3 	 0
CTD-2311A18.1 	 0
CTD-2127O16.2 	 0
IGLV3-17 	 0
TEK 	 0
RP11-90P5.4 	 0
IGHVII-60-1 	 0
RP11-619L12.1 	 0
ADAM5 	 0
RP11-26E5.1 	 0
RP11-386D6.1 	 0
RP11-429O2.1 	 0
RP11-350F16.2 	 0
NRG1-IT3 	 0
RP11-369E15.3 	 0
IGKV1D-22 	 0
CTD-2339F6.1 	 0
RP11-574O7.1 	 0
RP11-281H11.1 	 0
RP11-3G20.1 	 0
RP11-403D15.1 	 0
CATSPER4 	 0
TMCC1P1 	 0
RP1-170O19.19 	 0
RP11-100L22.4 	 0
RP11-738G5.1 	 0
IGHVIII-2-1 	 0
CTB-77H17.1 	 0
PYDC2 	 0
RP11-726G23.2 	 0
RP11-447G11.1 	 0
IGHVIII-16-1 	 0
IGHVII-26-2 	 0
RP11-1112C15.2 	 0
KB-1107E3.1 	 0
CTD-3107M8.1 	 0
HMGB1P23 	 0
RP11-706J10.1 	 0
IGKV2-23 	 0
XKR5 	 0
CTA-392C11.2 	 0
RP11-726G23.10 	 0
RP11-108E14.1 	 0
RP11-622O11.3 	 0
RP11-343P9.1 	 0
RP11-960H2.1 	 0
IGKV2D-36 	 0
TRHR 	 0
CTC-436K13.4 	 0
RP11-10A14.7 	 0
MRP63P7 	 0
IGLVIV-64 	 0
RP11-109J4.1 	 0
FER1L6-AS1 	 0
RP11-318K15.2 	 0
CTD-2272D18.2 	 0
IGHV3-37 	 0
RP11-723D22.2 	 0
MARK2P11 	 0
RP11-221H10.1 	 0
RP11-110G21.2 	 0
STMN2 	 0
RP11-705O24.3 	 0
IGLV3-13 	 0
RP11-136K7.3 	 0
RP11-122L4.1 	 0
RP11-120I21.3 	 0
RP11-654G14.1 	 0
RP11-465K16.1 	 0
CTD-2363C16.2 	 0
IGKV2D-38 	 0
IGHV3-63 	 0
IGHV3-6 	 0
IGLVVII-41-1 	 0
RP11-577N1.2 	 0
KB-1582A10.1 	 0
RP11-53M11.2 	 0
IGHV7-56 	 0
CTC-370J7.1 	 0
RP11-39H3.1 	 0
IGLV3-15 	 0
RP11-697B24.1 	 0
RP11-956J14.2 	 0
CTC-264O10.1 	 0
RP11-1080G15.2 	 0
RP11-1049H7.1 	 0
IGHV1-12 	 0
IGKV2-26 	 0
RP11-172E10.1 	 0
RP11-101E19.7 	 0
KB-1639H6.3 	 0
RP11-628E19.3 	 0
RP11-536N17.1 	 0
IGHVIII-22-2 	 0
RP11-678D18.1 	 0
IGHV3-25 	 0
RP11-431M3.1 	 0
RP11-442A17.1 	 0
IGHVIII-47-1 	 0
IGKV2D-23 	 0
RP11-431M3.2 	 0
RP11-16P20.2 	 0
CTD-2547L16.2 	 0
IGKV2-19 	 0
RP11-577N1.1 	 0
RP11-666I19.2 	 0
RP11-700E23.2 	 0
RP11-14I17.3 	 0
RP11-328K2.1 	 0
IGLV1-62 	 0
RBM12B-AS2 	 0
RP11-421P23.2 	 0
RP11-643N23.2 	 0
KB-1639H6.8 	 0
RP11-219J21.1 	 0
CTD-2281E23.3 	 0
IGKV3OR22-2 	 0
IGHVII-15-1 	 0
hsa-mir-146a 	 0
CTB-54I1.1 	 0
IGHVII-1-1 	 0
MTND1P5 	 0
RP11-150O12.2 	 0
IGHVII-22-1 	 0
RP11-281N10.1 	 0
RP11-443C10.3 	 0
TMEM97P2 	 0
RP11-1134I14.6 	 0
RP11-281O15.2 	 0
RP11-21C4.5 	 0
RP5-991O23.1 	 0
RP11-388K12.1 	 0
CTB-23I7.1 	 0
RP11-267M23.7 	 0
RP11-63E5.6 	 0
RP11-597M17.3 	 0
IGKV1-35 	 0
RP11-1049H7.2 	 0
IGHVII-44-2 	 0
RP11-417F21.2 	 0
CTB-120L21.1 	 0
IGHV3-33-2 	 0
CTD-2588J1.1 	 0
IGLC4 	 0
RP11-463C14.1 	 0
RP11-48B3.2 	 0
IGHVIII-67-3 	 0
CTD-2534J5.1 	 0
CTD-2336O2.2 	 0
RP11-44K6.3 	 0
IGHVIII-13-1 	 0
RP11-832A4.5 	 0
RP11-542A14.1 	 0
TRAPPC2P2 	 0
IGHVII-74-1 	 0
IGKV2-14 	 0
RP11-726G23.7 	 0
RP11-713C9.1 	 0
HTR4-IT1 	 0
FSBP 	 0
RP11-593P24.3 	 0
CTD-3080F16.3 	 0
IGLV3-24 	 0
CTB-140J7.2 	 0
CTC-369M3.1 	 0
RP11-593P24.2 	 0
IGHV3-30-2 	 0
IGKV1D-32 	 0
IGKV2-38 	 0
RP11-1057N3.2 	 0
CTB-178M22.1 	 0
HOXA11 	 0
RP11-582J16.3 	 0
RP11-77B22.2 	 0
CTB-78F1.2 	 0
RP11-778D12.2 	 0
IGHVII-40-1 	 0
IGLVIV-65 	 0
IGHV2-10 	 0
RP11-661A12.4 	 0
U7 	 0
SNORD36 	 0
RNA5SP179 	 0
RNA5SP106 	 0
AC007365.2 	 0
RNA5SP373 	 0
RNA5SP169 	 0
SNORD112 	 0
snoMBII-202 	 0
RNU7-31P 	 0
AC021205.1 	 0
RNA5SP437 	 0
RNA5SP415 	 0
RNU7-77P 	 0
AC092841.1 	 0
AL691452.1 	 0
RNA5SP454 	 0
RNA5SP47 	 0
AL109947.2 	 0
snR65 	 0
RNA5SP291 	 0
MIR2116 	 0
RNY4P31 	 0
AL160037.1 	 0
AC022538.1 	 0
AC010928.1 	 0
MIR2355 	 0
AC005725.1 	 0
RNA5SP380 	 0
AC068533.1 	 0
SNORA25 	 0
RNA5SP66 	 0
AC147651.2 	 0
SNORD116 	 0
RNU7-35P 	 0
RNA5SP70 	 0
AC090644.1 	 0
AC121334.1 	 0
RNA5SP398 	 0
AC005370.1 	 0
RNA5SP400 	 0
RNA5SP170 	 0
AC009065.3 	 0
RNA5SP402 	 0
RNA5SP40 	 0
RNU6-58 	 0
RNA5SP165 	 0
AL136303.1 	 0
snoU83B 	 0
RNA5SP340 	 0
AL357936.1 	 0
RNA5SP423 	 0
RNU6-64 	 0
RNA5SP404 	 0
AL359709.2 	 0
RNA5SP330 	 0
RNA5SP342 	 0
AL669914.1 	 0
AC067957.1 	 0
RNY4P26 	 0
RNU7-58P 	 0
RNA5SP312 	 0
AL159140.1 	 0
snoZ278 	 0
RNA5SP243 	 0
RNA5SP278 	 0
RNA5SP503 	 0
RN7SKP5 	 0
snosnR60_Z15 	 0
RNA5SP230 	 0
AC090206.1 	 0
Z98044.1 	 0
snoR442 	 0
RNA5SP186 	 0
AC005215.2 	 0
RNA5SP135 	 0
AL121898.1 	 0
RNA5SP337 	 0
AC108861.1 	 0
RN7SKP2 	 0
AC008085.1 	 0
AC135050.1 	 0
RNA5SP420 	 0
AC067735.1 	 0
RNU7-11P 	 0
RNU6-56 	 0
RNA5SP196 	 0
AC023158.1 	 0
SNORD19B 	 0
AC103809.1 	 0
RNA5SP471 	 0
RNA5SP54 	 0
RNU7-70P 	 0
AL096869.1 	 0
RNA5SP364 	 0
RNA5SP143 	 0
AC067718.1 	 0
AL161793.1 	 0
RNA5SP94 	 0
RNA5SP392 	 0
SNORA21 	 0
RNA5SP34 	 0
MIR2276 	 0
AC006371.1 	 0
SNORD59 	 0
AL391559.1 	 0
RNU6-52 	 0
RNA5SP102 	 0
RNA5SP421 	 0
RNA5SP523 	 0
AC017020.1 	 0
AC099545.1 	 0
RNU7-6P 	 0
RNA5SP444 	 0
RNA5SP75 	 0
RNA5SP480 	 0
RNA5SP416 	 0
RNU7-30P 	 0
RNA5SP137 	 0
AL050316.1 	 0
RNA5SP409 	 0
RNA5SP481 	 0
RNA5SP441 	 0
AC079140.1 	 0
RNA5SP460 	 0
RNA5SP468 	 0
MIR2117 	 0
RNA5SP422 	 0
AC002992.1 	 0
AC023050.1 	 0
MIR514B 	 0
BX470187.1 	 0
RNU5B-6P 	 0
AC012005.1 	 0
RNU7-28P 	 0
RNA5SP45 	 0
RNA5SP73 	 0
AC139931.1 	 0
RNA5SP466 	 0
SNORD36C 	 0
AC092905.1 	 0
RNA5SP462 	 0
RNA5SP254 	 0
RNU3P3 	 0
RNU5D-2P 	 0
RNU7-53P 	 0
RNA5SP206 	 0
AC019330.2 	 0
RNA5SP55 	 0
RNA5SP271 	 0
RNU4ATAC3P 	 0
RNU7-81P 	 0
AC097015.1 	 0
AC087433.1 	 0
RNU6-63 	 0
RNaseP_nuc 	 0
RNA5SP33 	 0
RNY4P20 	 0
RNU7-22P 	 0
RNA5SP309 	 0
AC006328.1 	 0
MIR2115 	 0
SNORA27 	 0
RNU7-65P 	 0
AC007179.2 	 0
MIR2114 	 0
AC015971.1 	 0
RNA5SP168 	 0
AC007535.1 	 0
SNORA62 	 0
RNY4P22 	 0
AC007241.1 	 0
SNORD45 	 0
RNA5SP459 	 0
AP001032.1 	 0
AL109750.1 	 0
RNU7-29P 	 0
RNA5SP285 	 0
RNA5SP384 	 0
RNA5SP476 	 0
RNU5B-3P 	 0
SNORD38 	 0
RNU5A-4P 	 0
RNU5F-4P 	 0
RNA5SP414 	 0
RNU6-68 	 0
AC108865.1 	 0
AC004851.1 	 0
AC099339.1 	 0
RNA5SP438 	 0
RNU7-51P 	 0
RNA5SP43 	 0
RNA5SP367 	 0
RNA5SP360 	 0
RNU7-25P 	 0
RNA5SP121 	 0
RNA5SP164 	 0
RNA5SP148 	 0
AC105105.1 	 0
SNORD116-25 	 0
AL163193.1 	 0
RNA5SP520 	 0
RNA5SP281 	 0
RNY5 	 0
AL391416.1 	 0
AC011738.1 	 0
RNA5SP153 	 0
AC104183.1 	 0
RNA5SP147 	 0
RNA5SP134 	 0
RNU7-64P 	 0
RNA5SP519 	 0
RNA5SP24 	 0
RNU7-5P 	 0
SNORD28 	 0
snoZ247 	 0
RNU7-16P 	 0
SNORD116-30 	 0
RNA5SP470 	 0
AC034205.1 	 0
RNA5SP417 	 0
RNA5SP495 	 0
RNA5SP262 	 0
RNA5SP461 	 0
RNA5SP49 	 0
RNA5SP348 	 0
RNU6-70 	 0
RNA5SP92 	 0
RNU7-3P 	 0
AC096643.1 	 0
AL451051.1 	 0
RNU7-13P 	 0
hsa-mir-892c 	 0
AC007041.1 	 0
AL357514.1 	 0
RNU7-40P 	 0
AL590482.1 	 0
AC051649.1 	 0
RNA5SP413 	 0
AC020703.1 	 0
RNA5SP255 	 0
RNU7-69P 	 0
AC005513.1 	 0
AC123767.1 	 0
RNA5SP200 	 0
RNA5SP287 	 0
AC078816.1 	 0
RNA5SP282 	 0
RNY4P1 	 0
MIR2278 	 0
AL390776.1 	 0
AL022314.1 	 0
RNU6-65 	 0
SNORD27 	 0
AL031594.1 	 0
RNU7-72P 	 0
AL136137.1 	 0
SNORD63 	 0
AC002981.1 	 0
snoZ178 	 0
RNA5SP220 	 0
AC002539.2 	 0
RNA5SP410 	 0
AC011626.1 	 0
AC098830.1 	 0
RNA5SP76 	 0
RNA5SP320 	 0
RNA5SP341 	 0
AC012667.1 	 0
RNU5E-2P 	 0
RNU6-69 	 0
RNA5SP412 	 0
RNA5SP228 	 0
AC068704.2 	 0
RNA5SP253 	 0
RNA5SP521 	 0
AC068718.2 	 0
RNA5SP154 	 0
RNA5SP303 	 0
RNA5SP458 	 0
RNA5SP227 	 0
RNU7-49P 	 0
RNA5SP180 	 0
AL160011.1 	 0
RNU7-52P 	 0
AL133376.1 	 0
SNORD77 	 0
AC010970.1 	 0
RNA5SP208 	 0
AC090420.1 	 0
AL591668.1 	 0
RNU6-27 	 0
RNA5SP522 	 0
RNA5SP411 	 0
RNA5SP116 	 0
RNA5SP249 	 0
AL596330.1 	 0
SNORD116-28 	 0
AC099539.1 	 0
RNA5SP408 	 0
SNORA14 	 0
RNA5SP216 	 0
RNA5SP406 	 0
AL954742.1 	 0
RNU7-2P 	 0
RNU6-51 	 0
AC104169.1 	 0
SNORD116-27 	 0
RNU7-84P 	 0
RNU7-79P 	 0
RNA5SP497 	 0
RNA5SP381 	 0
RNA5SP288 	 0
RNU7-75P 	 0
AC010874.1 	 0
SNORD79 	 0
AL035106.1 	 0
RNU5F-2P 	 0
RNA5SP182 	 0
AC016113.1 	 0
RNU7-71P 	 0
MIR1343 	 0
RNA5SP362 	 0
MIR449C 	 0
RNA5SP96 	 0
AC010887.1 	 0
snoZ13_snr52 	 0
snoR26 	 0
RNA5SP436 	 0
RNA5SP162 	 0
RNA5SP157 	 0
SNORD116-26 	 0
AC024198.1 	 0
SNORD119 	 0
RNU5A-7P 	 0
RNU7-47P 	 0
RNA5SP20 	 0
RNA5SP356 	 0
AL117380.2 	 0
RNA5SP486 	 0
RNA5SP518 	 0
RNA5SP446 	 0
RNA5SP418 	 0
RNA5SP385 	 0
RNU6-75 	 0
RNU5F-8P 	 0
RNU7-60P 	 0
RNA5SP112 	 0
AC073215.1 	 0
AL512359.1 	 0
RNA5SP401 	 0
RNU7-41P 	 0
MIR2277 	 0
RNU5E-3P 	 0
RNA5SP419 	 0
RNU7-20P 	 0
AC010295.1 	 0
RNU7-37P 	 0
RNU7-61P 	 0
RNA5SP445 	 0
AL583832.1 	 0
SLIT2-IT1 	 0
RP11-61G24.1 	 0
RP11-701P16.4 	 0
TLR1 	 0
LINC00500 	 0
HIGD1AP3 	 0
RP11-810H18.1 	 0
RP11-455G16.1 	 0
RP11-322J23.1 	 0
ADAM20P2 	 0
RP11-438C19.1 	 0
RP11-503L23.1 	 0
RP11-588P8.1 	 0
HELT 	 0
RP11-72L22.1 	 0
RP11-79E3.2 	 0
EMCN-IT3 	 0
RP11-432M8.18 	 0
DDX4 	 0
CTC-261N6.2 	 0
RP11-6L6.3 	 0
CTD-2278B20.1 	 0
RP11-168E17.1 	 0
RP11-502M1.1 	 0
RP11-120A1.1 	 0
AFP 	 0
AC008984.6 	 0
RP11-565A3.2 	 0
CTD-2161F6.1 	 0
RP11-485B17.5 	 0
ANK2 	 0
RP11-274N19.2 	 0
AC005740.3 	 0
RP11-638O6.1 	 0
RP11-468N14.10 	 0
RP11-362I1.1 	 0
MEGF10 	 0
RP11-474J18.2 	 0
TNIP3 	 0
CTC-441N14.4 	 0
MRPS5P3 	 0
AC006157.2 	 0
RP11-60A8.1 	 0
RP13-157F18.2 	 0
FABP5P12 	 0
FABP5P5 	 0
RP11-166J22.1 	 0
PTPN20B 	 0
RP11-292D4.2 	 0
RP11-5N11.7 	 0
CTC-537E7.1 	 0
RP11-400D2.2 	 0
STX18-IT1 	 0
CTD-2325A15.2 	 0
MINOS1P4 	 0
MYLK-AS2 	 0
RP11-45H22.2 	 0
GAPT 	 0
RP11-474J18.1 	 0
RP11-697E23.1 	 0
RP11-68D16.2 	 0
RP11-542P2.1 	 0
CTD-2201E9.2 	 0
RP11-5N11.5 	 0
CTC-512J14.2 	 0
RP11-281P23.1 	 0
RP11-213L8.1 	 0
SLC25A5P6 	 0
RP11-325D5.3 	 0
TTC29 	 0
MUC7 	 0
RP11-727M10.2 	 0
HNRNPKP5 	 0
HEATR7B2 	 0
RP11-617I14.1 	 0
RP11-281P23.2 	 0
LINC00499 	 0
GAPDHP70 	 0
RP11-52L11.4 	 0
AC006052.1 	 0
RP11-802H3.2 	 0
FAM170A 	 0
RP11-531A21.3 	 0
RP11-308K2.1 	 0
RP11-129M6.1 	 0
RP11-44F21.4 	 0
EMCN-IT1 	 0
TTLL2 	 0
RP11-436H11.4 	 0
ELL2P2 	 0
SCGB1D5P 	 0
ALB 	 0
RP11-722M1.1 	 0
AC004054.1 	 0
RP11-321E2.11 	 0
RP11-43D2.2 	 0
RP11-35O7.1 	 0
RP11-310P5.2 	 0
RP11-686G17.1 	 0
RP11-21G20.3 	 0
GDNF 	 0
RP4-622L5.2 	 0
CXCL6 	 0
RP11-627H22.7 	 0
ASB14 	 0
RP11-481K16.2 	 0
PRDM8 	 0
MTND4P8 	 0
NUP210P1 	 0
MTND5P4 	 0
RP11-440B23.1 	 0
RP11-706F1.1 	 0
TRPC7 	 0
RP11-752D24.3 	 0
CTB-88F18.2 	 0
CTD-2218K11.3 	 0
RP11-274E7.1 	 0
LDHBP3 	 0
RP11-422J15.1 	 0
TMEM155 	 0
CTD-2296D1.2 	 0
RBM46 	 0
RP11-325I22.1 	 0
RP11-806K15.1 	 0
RP11-669M16.1 	 0
RP11-63H19.5 	 0
EEF1A1P20 	 0
CTXN3 	 0
RP11-148K14.1 	 0
CTD-2297D10.1 	 0
RP11-76G10.1 	 0
GDEP 	 0
RP11-112L18.1 	 0
OR12D1P 	 0
MEF2BNB-MEF2B 	 0
EFTUD1P2 	 0
CTB-174D11.2 	 0
PRYP6 	 0
RP11-292B1.2 	 0
RP11-149A7.1 	 0
RP11-454P21.1 	 0
SLCO6A1 	 0
RP11-456A14.1 	 0
TCP11 	 0
CUL4AP1 	 0
RP11-475D8.1 	 0
SUCLG2P4 	 0
RP11-725M22.1 	 0
RP11-789L4.1 	 0
RP11-79P5.3 	 0
RP11-340A13.1 	 0
RP11-378N18.1 	 0
OR10J2P 	 0
RP11-382F24.1 	 0
RP11-101B14.1 	 0
CTD-2232E5.2 	 0
RP11-79P5.2 	 0
RP11-468N14.8 	 0
RP11-1J11.1 	 0
RP11-425E13.1 	 0
OR52H2P 	 0
LINC00616 	 0
GS1-24F4.1 	 0
RP11-122C5.3 	 0
RP11-758B24.1 	 0
SERF1AP1 	 0
CTC-327F10.1 	 0
CYP4F27P 	 0
RP11-61K20.1 	 0
RP13-644M16.4 	 0
RP11-115C21.4 	 0
CAPSL 	 0
CTD-2247C11.3 	 0
RP13-644M16.2 	 0
TMEM110-MUSTN1 	 0
FAM90A15P 	 0
EMCN-IT2 	 0
RP11-534L6.5 	 0
RP11-453E17.3 	 0
RP11-629B11.4 	 0
RP11-273B19.1 	 0
CTC-459M5.1 	 0
AC006296.2 	 0
RP11-63H19.1 	 0
SPINK6 	 0
EGFLAM-AS2 	 0
SLC9A3 	 0
LNX1-AS1 	 0
RBM14-RBM4 	 0
AC006427.2 	 0
UGT2A1 	 0
RP11-669M16.2 	 0
PROL1 	 0
SLC4A4 	 0
ACTR6P1 	 0
